Crop,NPK_ratio_ppm,Micronutrients_ppm,Light_Hours_per_day,Recommended_Light_Type,CO2_ppm,Humidity_Range_pct,Temperature_Range_C,pH_Range,EC_mS_per_cm_Range,Recommended_Layout_Type,Plants_per_m2,Recommended_Vertical_Levels,Space_Efficiency_pct,Disease_Name,Disease_Type,Symptom_Description,Environmental_Trigger,Risk_Score,Spread_Rate_per_day,Treatment_Recommendation,Country,District_City,Setup_Cost_Equipment_USD_per_m2,Setup_Cost_Labor_USD_per_m2,Setup_Cost_Misc_USD_per_m2,Total_Setup_Cost_USD_per_m2,Operating_Cost_Nutrients_USD_per_m2_month,Operating_Cost_Utilities_USD_per_m2_month,Operating_Cost_Labor_USD_per_m2_month,Total_Operating_Cost_USD_per_m2_month,Expected_Yield_kg_per_m2_per_month,Market_Price_USD_per_kg,Expected_Revenue_USD_per_m2_per_month,ROI_pct,Breakeven_Months,State_Province,Latitude,Longitude,Time_Period,Indoor_Farm_Temperature_C,Indoor_Farm_Humidity_pct,Indoor_Farm_Light_Lux,Suitable_Crops
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,Australia,Melbourne,175.68,62.85,58.62,297.15,29.45,23.9,8.3,61.65,5.12,3.88,19.87,-14.06,60,Victoria,-37.81,144.96,Jan-Mar,12.2,77.4,21328,Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,UAE,Dubai,144.27,17.45,55.73,217.45,58.88,84.34,32.27,175.49,2.57,2.46,6.32,-77.8,60,Dubai,25.27,55.29,Apr-Jun,16.6,63,21910,Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,UAE,Dubai,144.27,17.45,55.73,217.45,58.88,84.34,32.27,175.49,2.57,2.46,6.32,-77.8,60,Dubai,25.27,55.29,Jul-Sep,18.5,71.9,21313,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,UAE,Abu Dhabi,73.5,62.92,16.53,152.95,8.56,39.01,22.42,69.99,4.66,2.11,9.83,-39.33,60,Abu Dhabi,24.45,54.37,Apr-Jun,17.9,64.4,21461,Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,UAE,Abu Dhabi,73.5,62.92,16.53,152.95,8.56,39.01,22.42,69.99,4.66,2.11,9.83,-39.33,60,Abu Dhabi,24.45,54.37,Jul-Sep,22.7,71.8,23850,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,Singapore,Singapore,126,62.11,31.63,219.74,53.23,68.59,28.3,150.12,1.51,7.68,11.6,-63.04,60,Central Region,1.35,103.81,Jan-Mar,15.2,68.1,13424,Lettuce; Spinach; Kale; Microgreens; Mint; Cilantro; Pak Choi; Arugula
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,Singapore,Singapore,126,62.11,31.63,219.74,53.23,68.59,28.3,150.12,1.51,7.68,11.6,-63.04,60,Central Region,1.35,103.81,Apr-Jun,29.4,58.9,23306,Basil; Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Botrytis (Gray Mold),fungus,gray fuzzy growth on tissue,"high humidity, low light",0.17,1.8,Based on symptom/type.,Singapore,Singapore,126,62.11,31.63,219.74,53.23,68.59,28.3,150.12,1.51,7.68,11.6,-63.04,60,Central Region,1.35,103.81,Oct-Dec,21,65.4,15877,Lettuce; Spinach; Kale; Basil; Strawberry; Microgreens; Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Chennai,48.31,21.66,6.48,76.45,15.97,27.88,5.5,49.35,5.02,1.7,8.53,-53.39,60,Tamil Nadu,13.08,80.27,Apr-Jun,22.4,62.4,23706,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Chennai,48.31,21.66,6.48,76.45,15.97,27.88,5.5,49.35,5.02,1.7,8.53,-53.39,60,Tamil Nadu,13.08,80.27,Jul-Sep,28,70.9,21687,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Coimbatore,33.69,20.67,7.26,61.62,6.18,23.84,14.68,44.7,3.78,8.67,32.77,-19.36,60,Tamil Nadu,11.01,76.96,Apr-Jun,24.7,57.2,23357,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Coimbatore,33.69,20.67,7.26,61.62,6.18,23.84,14.68,44.7,3.78,8.67,32.77,-19.36,60,Tamil Nadu,11.01,76.96,Jul-Sep,28.7,70.1,23223,Basil; Cucumber (Mini); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Coimbatore,33.69,20.67,7.26,61.62,6.18,23.84,14.68,44.7,3.78,8.67,32.77,-19.36,60,Tamil Nadu,11.01,76.96,Oct-Dec,15.3,63.4,13621,Lettuce; Spinach; Kale; Microgreens; Mint; Cilantro; Pak Choi; Arugula
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Bengaluru,79.13,18.23,19.56,116.92,18.52,37.66,23.45,79.63,5.87,3.35,19.66,-51.29,60,Karnataka,12.97,77.59,Apr-Jun,21.9,63.5,23414,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Bengaluru,79.13,18.23,19.56,116.92,18.52,37.66,23.45,79.63,5.87,3.35,19.66,-51.29,60,Karnataka,12.97,77.59,Jul-Sep,27.7,77.3,22144,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Bengaluru,79.13,18.23,19.56,116.92,18.52,37.66,23.45,79.63,5.87,3.35,19.66,-51.29,60,Karnataka,12.97,77.59,Oct-Dec,15.4,63.8,15208,Lettuce; Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro; Pak Choi; Arugula
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Mysuru,43.18,41.89,3.54,88.61,11.85,22.44,26.12,60.41,5.05,6.06,30.6,-33.64,60,Karnataka,12.3,76.65,Apr-Jun,24.2,62,21183,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Mysuru,43.18,41.89,3.54,88.61,11.85,22.44,26.12,60.41,5.05,6.06,30.6,-33.64,60,Karnataka,12.3,76.65,Jul-Sep,25.8,72.9,20319,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Mysuru,43.18,41.89,3.54,88.61,11.85,22.44,26.12,60.41,5.05,6.06,30.6,-33.64,60,Karnataka,12.3,76.65,Oct-Dec,12.8,61,14111,Lettuce; Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro; Arugula
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Mumbai,62.11,10.1,4.66,76.87,7.65,33.71,22.36,63.72,2.43,4.31,10.47,-69.27,60,Maharashtra,19.07,72.87,Apr-Jun,19.3,57.7,24746,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Mumbai,62.11,10.1,4.66,76.87,7.65,33.71,22.36,63.72,2.43,4.31,10.47,-69.27,60,Maharashtra,19.07,72.87,Jul-Sep,24.1,76.1,20684,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Pune,71.1,43.81,24.63,139.54,23.08,30.17,21.94,75.19,3.07,3.03,9.3,-47.22,60,Maharashtra,18.52,73.85,Apr-Jun,21.5,63.4,24103,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Pune,71.1,43.81,24.63,139.54,23.08,30.17,21.94,75.19,3.07,3.03,9.3,-47.22,60,Maharashtra,18.52,73.85,Jul-Sep,22.7,70.3,21261,Spinach; Kale; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Kolkata,82.47,26.63,9.1,118.2,21.57,12.97,11.68,46.22,6.62,2.75,18.21,-23.7,60,West Bengal,22.57,88.36,Apr-Jun,18.3,64.1,22835,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Kolkata,82.47,26.63,9.1,118.2,21.57,12.97,11.68,46.22,6.62,2.75,18.21,-23.7,60,West Bengal,22.57,88.36,Jul-Sep,20.8,72.5,22245,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Siliguri,14.48,22.43,12.65,49.56,14.01,26.02,9.7,49.73,4.72,5.06,23.88,-52.16,60,West Bengal,26.73,88.42,Apr-Jun,16.7,55.9,21188,Spinach; Kale; Microgreens; Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Siliguri,14.48,22.43,12.65,49.56,14.01,26.02,9.7,49.73,4.72,5.06,23.88,-52.16,60,West Bengal,26.73,88.42,Jul-Sep,18.1,76.3,23168,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,New Delhi,30.94,15.89,17.56,64.39,8.81,45.54,10.72,65.07,2.06,5.68,11.7,-82.89,60,Delhi,28.7,77.1,Apr-Jun,17.1,55.1,23882,Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,New Delhi,30.94,15.89,17.56,64.39,8.81,45.54,10.72,65.07,2.06,5.68,11.7,-82.89,60,Delhi,28.7,77.1,Jul-Sep,19.4,75.4,21067,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Noida,46.15,7.55,12.91,66.61,19.11,19.27,12.97,51.35,2.8,4.72,13.22,-57.24,60,Delhi,28.53,77.39,Apr-Jun,14.8,60,21714,Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Noida,46.15,7.55,12.91,66.61,19.11,19.27,12.97,51.35,2.8,4.72,13.22,-57.24,60,Delhi,28.53,77.39,Jul-Sep,20.4,78.7,21193,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Ahmedabad,70.73,40.02,11.73,122.48,12.78,26.71,8.09,47.58,1.26,8.13,10.24,-30.49,60,Gujarat,23.02,72.57,Apr-Jun,18.6,55,22296,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Ahmedabad,70.73,40.02,11.73,122.48,12.78,26.71,8.09,47.58,1.26,8.13,10.24,-30.49,60,Gujarat,23.02,72.57,Jul-Sep,19.6,79.3,23514,Basil; Strawberry; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Surat,22.08,11.12,12.12,45.32,14.41,18.55,2.97,35.93,2.29,4.92,11.27,-54.41,60,Gujarat,21.17,72.83,Apr-Jun,19.4,55.7,24042,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Surat,22.08,11.12,12.12,45.32,14.41,18.55,2.97,35.93,2.29,4.92,11.27,-54.41,60,Gujarat,21.17,72.83,Jul-Sep,23.5,71.3,21901,Spinach; Kale; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Hyderabad,44.28,34.27,8.24,86.79,22.44,38.48,4.51,65.43,1.31,1.94,2.54,-72.46,60,Telangana,17.38,78.48,Apr-Jun,22.2,57,22246,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Hyderabad,44.28,34.27,8.24,86.79,22.44,38.48,4.51,65.43,1.31,1.94,2.54,-72.46,60,Telangana,17.38,78.48,Jul-Sep,26.3,76.5,21752,Spinach; Basil; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Warangal,50.28,19.41,20.35,90.04,4.09,9.67,22.95,36.71,2.92,7.13,20.82,-17.65,60,Telangana,17.96,79.59,Apr-Jun,19.9,55.7,23524,Basil; Tomato (Cherry); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Warangal,50.28,19.41,20.35,90.04,4.09,9.67,22.95,36.71,2.92,7.13,20.82,-17.65,60,Telangana,17.96,79.59,Jul-Sep,22.9,79.1,23438,Basil; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Jaipur,21.17,41.99,10.89,74.05,4.97,37.8,19.54,62.31,0.94,3.43,3.22,-79.8,60,Rajasthan,26.91,75.78,Apr-Jun,16.8,59.7,24138,Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Jaipur,21.17,41.99,10.89,74.05,4.97,37.8,19.54,62.31,0.94,3.43,3.22,-79.8,60,Rajasthan,26.91,75.78,Jul-Sep,20.8,71.9,20387,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Jodhpur,60.8,29.85,8.74,99.39,3.04,18.54,5.51,27.09,4.92,3.04,14.96,-12.2,60,Rajasthan,26.23,73.02,Apr-Jun,15.3,59,22357,Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,India,Jodhpur,60.8,29.85,8.74,99.39,3.04,18.54,5.51,27.09,4.92,3.04,14.96,-12.2,60,Rajasthan,26.23,73.02,Jul-Sep,21.3,72.5,20760,Spinach; Kale; Basil; Strawberry; Microgreens; Tomato (Cherry); Cucumber (Mini); Capsicum (Bell); Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,USA,New York,136.5,55.89,45.27,237.66,14.64,66.69,67.17,148.5,5.22,1.59,8.3,-58.99,60,New York,40.71,-74,Jul-Sep,14.6,78.4,23875,Strawberry; Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,USA,Los Angeles,70.17,118.96,37.94,227.07,64.14,43.9,36.14,144.18,4.09,2.55,10.43,-58.9,60,California,34.05,-118.24,Jul-Sep,15,77.8,21820,Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro; Pak Choi
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,USA,San Francisco,122.47,91.5,31.87,245.84,23.96,74.85,49.89,148.7,3.93,2.11,8.29,-57.11,60,California,37.77,-122.41,Jul-Sep,14.3,77.5,20228,Spinach; Kale; Strawberry; Microgreens; Mint; Cilantro
Mint,11-05-2009,"Ca:5, Mg:3, Fe:0.5",12,LED - Red/Blue,1000,50-85,Dec-30,6.1-6.1,1.96-2.73,Vertical Tower,6.4,6,0.75,Root Rot,fungus/bacterium,wilting; brown roots,"overwatering, low oxygen",0.22,2.5,Based on symptom/type.,USA,Houston,165.03,33.61,32.72,231.36,31.31,17.8,53.03,102.14,7.37,1.91,14.08,-38.06,60,Texas,29.76,-95.36,Apr-Jun,13.9,61,23700,Strawberry; Mint; Cilantro
